t_index    term   df
c546d3e0   solorzano   2
ff7db76a   solut   14
a4912986   solv   6
08a15557   somali   4
6968e22a   somalia   13
1ec6376a   somber   6
292f9998   somberli   2
d70b45e0   somebodi   29
beee92f4   somedai   6
c21c9b3c   someon   59
87cd9511   someplac   1
e2d6efce   someth   148
40135470   sometim   55
9e668107   somewher   15
077be83a   somo   1
f90f0f56   son   183
f9d3f526   sonar   2
6cc90b6e   song   3
0364f77d   songwrit   3
026defed   sonia   4
c0fe28fc   sonni   1
e3388adf   sooner   5
9a143489   sooooo   1
19f540fd   soot   1
09141bc7   sooti   1
83749026   sop   1
1e6f22c3   sophist   28
f79263e5   sordid   1
ea0bb4b8   sore   10
7c193837   sorri   4
9af3be58   sorrow   3
2dcd64f0   sort   89
daa6eed2   sorti   1
1a8d1f99   sosonati   7
9a62e872   soto   3
2238fd95   souc   1
b9838065   sought   57
9f85b2ad   soul   4
b05a4906   soumaila   1
d221c3dc   sound   61
f76e41b2   soundli   3
48f860d5   soundproof   1
8bc5afd4   soup   4
e5fe2ddd   sour   2
3f88b91d   sourc   154
f8fc24d3   south   178
76b19550   southeast   37
28cecce3   southeastern   10
f43adfe6   southern   79
1006f91c   southwest   19
26dcb0f7   southwestern   6
61edf4b0   souvenir   2
3edb0f44   sovereign   4
92bda7a2   sovereignti   8
da1d9412   soviet   46
7b4c2f29   soxon   1
cf18a31c   sp   3
ecaee3cd   space   23
3b4b4565   spaciou   1
d0b812cc   spain   27
96ef01e7   span   7
5e033a0f   spangl   1
a474b4e5   spaniard   2
a1f35578   spaniel   1
c8a1d69e   spanish   23
23f4ab0f   spare   12
29542533   spark   19
63f296be   spasski   4
854b7dea   spate   3
78a7dbaf   spatter   1
f522fd56   speak   160
3734e7ce   speaker   20
8a092538   spear   8
f9215d7a   spearhead   3
94878dff   speci   1
331ff744   special   128
7b9cb708   specialist   26
da1fa43b   specif   69
220afd64   specifi   13
207622eb   spectacl   3
b7ecfc73   spectacular   4
289b1b3b   spectat   9
33f7b964   specter   5
db728705   spectrum   1
e43013cb   specul   51
e918af8d   sped   4
9f894329   speech   95
e1be962b   speed   61
19005423   speedboat   1
52ea4d1a   speedi   1
11054f0f   speedskat   1
d7d1cf55   spell   9
65f272cd   spenc   5
6e364a25   spencer   6
60a235d3   spend   66
1079249f   spent   89
30b6002a   sperl   4
3b1bb483   sphere   2
c7f99ee5   spi   9
55c58406   spielberg   1
f307685c   spill   4
c4ac496d   spin   5
f36953de   spine   2
a63a2b07   spiral   5
1b906e01   spire   1
3c4f7ae7   spirit   21
bb7c27e7   spiritu   3
bd2fb8e4   spite   5
2da2f71b   splash   2
36c90793   splashdown   1
b5cd2935   splatter   2
35be0b61   splint   1
c35724c6   splinter   3
3f1e855d   splinz   1
d5cff6a7   split   25
bc5f3af0   spode   1
940c86cf   spoil   13
b423f5e1   spoiler   3
db65d1dc   spokan   1
3c6b2d4f   spokesman   251
954a090a   spokesmen   5
b1c8c189   spokeswoman   33
5feb89c1   sponsor   24
ff4f581d   sponsorship   2
2a1001d2   spontan   4
37e31734   spook   1
c2b3cce1   sporad   1
cebd6d4d   sport   78
9b8fffb4   sportsmen   2
c41e04eb   spot   35
46a74aed   spotlight   14
65a5be53   spotti   6
b193e564   spous   7
41944ffd   spragu   2
7e96fe47   sprai   6
ab8842d7   spraig   2
a4788bf5   sprain   7
2d24c683   sprawl   8
3c5f2b57   spread   57
b32cd637   spree   2
e99248ee   spring   40
7c6cefd1   springfield   3
30108756   sprinkl   2
406f1aaf   sprint   5
c0033b43   sprout   2
f9973080   spruanc   1
2c5574b2   spun   1
381569cb   spur   5
b7228fa9   spy   97
803e424b   spymast   20
fcfa501e   squabbl   1
8fcd55af   squad   24
d35237ae   squadron   1
593abb3e   squall   7
2b5c39a1   squander   2
4d5bc2f9   squar   26
ff1644e3   squat   1
2b09570e   squatter   3
677beb3a   squeak   2
6a077bdf   squeamish   1
099c1f37   squeez   7
99fa1dfb   squirrel   2
868eac8e   squish   1
a1232115   sr   3
41087f47   srdic   6
3c8b3232   srebrenica   1
ab2d0d5d   srpska   1
136ea70f   st   121
eec66fd5   stab   9
ed7f927f   stabenow   8
0daaf749   stabil   46
3ad3c641   stabl   21
1a0f8690   stacei   2
8d791a84   staci   1
e342988d   stack   10
36f09545   stadium   18
32b06bc6   staf   4
4524682b   staff   91
9c064e96   staffer   2
22a3c6ff   staffinr   1
1a27bf72   stafford   4
40c332f4   stage   51
ac30fb4b   stagger   9
8f0d24fe   stai   200
d5f4e7b0   stain   7
c1b4fac9   stair   3
37ce8d51   stairwel   5
bba15e3b   stake   29
6b5a4c88   stalem   6
491e634a   stalin   2
c46c99ab   stalinist   1
cb7f1f30   stalk   2
ce2f582e   stall   4
c3389452   stambol   4
882e3876   stambuk   1
b17ea204   stamenkov   2
7deeecbd   stamina   1
49bd7f03   stammer   1
58991d40   stamped   4
7c0ce5b6   stanc   5
795ca2a8   stand   153
ef875a85   standard   22
f3a9803c   standbi   1
1189bbd3   standoff   8
226306ab   standpoint   1
7234b85e   standstil   6
b1b38a05   stanlei   4
26d665f1   stapl   1
9e1d7e99   star   46
26b85e73   stare   7
2c18d04f   stark   9
068fdb2a   starkli   1
53330821   starr   2
959e10cc   starrr   1
e17e8e3b   start   223
495a5959   startl   2
8f450c32   starv   1
29ff8a90   stash   1
23e8e658   stasio   1
2c50f883   stat   2
80078896   state   1643
db29289a   statehous   5
4ee77f0e   stateless   1
c81571c1   statement   152
9f89b862   stateroom   1
0b90b9df   statesman   3
b87fbdf8   statewid   5
02bd2985   station   169
b4a6d840   stationeri   1
4c498f39   statist   19
f0dc99da   statu   22
fd0b0cff   statur   4
4f468ae5   statut   8
694fa589   staunch   2
eb906040   staunchest   2
f8f2f3ac   staunchli   2
0a43b695   ste   1
4dd34712   stead   1
559df2e3   steadfast   1
cddbdb3d   steadi   4
111b3713   steadili   4
f53e4f34   steal   32
42464ca7   stealer   2
2b119f06   stealth   2
61100cba   stealthi   1
80340f5d   stealthier   1
1fa60462   stealthili   1
42238e30   steam   6
43598a65   steami   1
5c1f6b71   steel   34
c78df053   steenbuch   2
485f7608   steep   15
2664f401   steer   8
282caab1   stefan   1
a883ce36   stefano   5
3c98f24b   stefanov   4
57022298   steffi   1
e5fc9d01   steinberg   1
4f0eeebb   steindorff   1
d29d3a29   stell   1
53291abb   stellar   1
fa5a04a8   stem   16
d5c2ab76   stemmo   1
16423423   stenberg   1
ad9b1b05   stench   2
5907d8d5   step   182
a85cc0f2   stephani   2
5009faf2   stephanopoulo   1
5e034af2   stephen   8
c95e6466   stepmoth   1
6349a473   steppingston   1
c287d6c9   stepson   1
5a6aa7ea   stereo   1
35faf556   sterl   3
5bc1775f   stern   18
f8e8a3fe   sternavich   2
1e12950c   sternli   2
91a0f56e   steskic   1
58e420ac   stevan   3
932b1831   steve   15
df91a5aa   stevedor   1
f1c504e9   steven   3
bdef1106   stevenson   5
5c579fcb   stew   1
68e5860b   stewardship   4
45ddd0a5   stewart   2
db265d83   stick   18
8bad407f   sticker   2
e46bf206   sticki   1
d57eaeee   stickier   4
7d40ad25   stiff   3
ab96270a   stifl   2
8766c458   stigmat   1
981e24ab   sting   1
2f37014c   stipend   1
915a1b71   stipul   4
cc5e3613   stir   14
501aae46   stirrer   1
2dba7d5f   stirrup   1
e4bafa90   stitch   1
c9cd8e87   stock   5
380f1dc6   stocki   1
8b483a19   stockpil   5
2a6f20b3   stoical   1
896dffc5   stojanov   1
f543a5d7   stojiljikov   2
3b78a6af   stojiljkov   3
912e4831   stoke   4
47f8c21e   stoko   1
642ca2f9   stokov   2
eb508706   stole   27
64800abc   stolen   15
2c96574e   stolt   1
f292927f   stomach   7
2c214a8f   stomp   1
e4ce75a6   stone   21
92536c87   stonewal   1
80557993   stoni   3
8f12ad70   stood   80
37ffa556   stool   4
3cb2cc1f   stopgap   1
a57584e8   stopov   4
acb61b55   stoppag   6
1e27eb4b   stopper   1
98167bcc   storag   3
0c374879   store   116
3b97d1b5   storei   1
68ac444c   stori   124
b4da405f   storm   51
69d4993f   stormi   2
205a1ee3   storybook   1
918fef54   stosic   2
2fd11ad3   stoutli   1
0308c1ca   stowag   1
26771ee2   stoyan   2
c4bd3e73   straddl   1
7bda0b3b   strai   2
d64e328f   straight   31
4ef4d635   straighten   1
d7d22ca8   straightforward   4
27fb7fd5   strain   5
81f6e4b6   strait   2
5d19983c   straition   1
4e8fc8e3   strakov   3
8b533acd   strand   3
527579c0   strang   10
285e4394   stranger   7
21dfa10c   strangl   1
dced8dce   stranglehold   1
04f1d355   strap   3
097fe697   strateg   21
c115a67f   strategeri   2
4814bee2   strategi   30
9a5fc4d9   strategist   11
01a1944b   straw   1
0261904f   streak   17
b02c1655   stream   20
98a52e20   streamlin   1
b660234b   stree   1
6626ea7e   street   288
c28a6415   strength   22
2d8cb42b   strengthen   28
e16d5234   strenuous   1
d6522a95   stress   34
17318a36   stretch   30
bf231342   stretcher   15
dc2ed2ad   strewn   3
a68162fc   stricken   16
a42a0e78   strickland   3
e44f9b92   strict   5
6f2a3b93   stricter   1
f0b830ac   strictli   7
7cb16a83   strictur   1
c0e1ce71   strident   1
5669764d   strife   2
71ca0350   strike   163
bca8d7c7   strikebound   5
4283f3f1   strikebreak   3
c5bc9c23   striker   17
6a11bcce   string   14
1adc7d31   stringent   3
2f84fae2   stringfellow   15
56b29bdf   strip   24
e34df1b8   stripe   3
45f2275d   strive   7
4b1c57e9   strode   1
6321d054   stroke   13
16afd641   stroll   1
53509147   strom   1
78fa6fca   strong   133
b7154467   stronger   18
3ecba966   strongest   11
88cdf8c6   stronghold   27
28874f58   strongli   24
bca754bb   strongman   8
158670fe   strongmen   1
6aab6ede   strother   1
5719f459   strove   1
7d37e8f2   struck   58
f53ba561   structur   25
38765d88   struggl   81
788f9442   stuart   1
5c09a067   stubb   5
9dc1d5db   stubborn   1
4f865633   stubbornli   1
8f387097   stuck   9
e6319c9a   stud   3
70073e69   student   79
9b7d3da9   studi   48
600686cb   studio   4
880a1e93   stuf   1
295e8031   stuff   6
87f47b31   stumbl   13
6ad4b49f   stump   1
30e716b5   stun   41
cc0009bf   stung   3
f063eb03   stunningli   2
65fd5bfe   stunt   2
97cb2cd5   sturdi   1
22e5b8c2   sturdier   1
8973de1f   style   37
3129cbf8   stymi   1
a473660b   su   4
c9f18b84   suarez   5
d3d2e859   sub   38
2f1e0699   subcommitte   2
37f43247   subcontin   3
dd28cc14   subdu   7
7e8da6ba   subgroup   1
e170572e   subject   53
5f293e9a   subjug   1
94abda7a   submachin   2
eeea6144   submarin   240
ec29cfb1   submerg   5
4084daee   submers   3
8b6a5a01   submit   29
5b994158   subordin   1
1eb7a7c1   subpoena   2
c01ca2bd   subscrib   2
5447a648   subsequ   9
a1f6d75a   subsid   4
02aa70bf   subsidi   1
aa8f4137   subsidiari   3
c81232e5   subsist   1
3c91d97a   substanc   6
0841cebd   substandard   1
8b64aa0e   substanti   17
b8957b48   substitut   4
31049175   subterranean   1
0626b408   subtext   2
b198456a   subtl   1
dfe6f6ae   subtocnga   4
93d770ac   suburb   31
0bf7fb86   suburban   11
87835380   subvers   4
82d3149e   subvert   3
3c8130e6   subwai   3
d1e98470   succ   1
5021ca6e   succe   26
07711aeb   succeed   13
c7decb4c   success   73
f0a1fff7   successfulli   10
068f30ec   successor   39
97b75e66   succumb   2
20a97f14   suchitepequez   5
69048c56   suck   1
ab3378e0   sudan   15
0e6819f2   sudanes   1
b5a95f62   sudden   20
5447d7f7   suddenli   21
d682af47   sue   8
087d8afb   suez   28
7698e9a4   suffer   109
eaacc7ff   suffici   16
ec8383c6   suffoc   4
ac8fec0d   sugarcoat   1
2cb04b3d   sugari   1
44418d0e   suggest   124
04e87c3c   suharto   1
b514c0de   suicid   149
f9bf6808   suit   40
0d4bdac5   suitabl   5
1d2bdec0   suitcas   5
cc23bb65   suitland   1
8f495509   sukiyaki   1
f7a01cfa   sullivan   4
66d81bc3   sultan   6
a34ce6bf   sultri   1
6e6fa761   sum   2
0a02fc74   summar   2
e8172930   summari   4
a323d831   summer   23
ea0c32e4   summit   57
eabe7f62   summon   7
2ad6b133   sumner   2
b749e46c   sun   28
b6b89d71   sunbak   1
55537e42   sunda   1
ca68cc7c   sundai   371
7e14d423   sunglass   3
a176c66e   sunil   2
4ea7f94b   sunk   7
cb3a612c   sunken   26
b063cc4e   sunni   4
5c05468c   sunris   1
259bb55c   sunset   4
227187dc   sunshin   1
7a28a9c6   super   8
991af4fa   superb   2
67af767a   superbl   2
c4147675   superfast   1
2803af64   superintend   1
9104179f   superior   4
dd364ecc   supermarket   6
356f459a   superpow   2
ca345646   superstructur   1
5d4d4468   supervis   13
dac56e4b   supervisor   14
812cd01b   supplement   1
f46040b5   suppli   76
7e4b4742   support   601
813230a4   suppos   20
bd8e8822   supposedli   4
cf03c899   supposingli   1
e8dc67a7   suppress   15
a8cda4fd   suprem   72
5735ce0e   supremaci   2
74a26a34   supremacist   1
6f1dba9a   surat   4
acfe4aa8   sure   140
75d809a5   surf   2
be1efc22   surfac   33
c2c5c8a1   surg   18
085f0058   surgeon   12
3937634b   surgeri   15
6bf16ca9   surgic   3
ba02f3af   surnia   1
979a1516   surpass   5
39084770   surplu   3
20e11d33   surpris   64
f9585eaa   surprisingli   4
83639069   surreal   4
13b31ff2   surrend   49
faee8e44   surrog   6
2811b3ef   surround   64
b121d855   survei   30
d46c2d9f   surveil   19
8725eaee   surviv   125
e0544f89   survivor   167
ac495769   susa   6
4ebcf9f8   susan   46
6778d077   susann   2
1ddfb5a3   suscept   3
14a45f4f   susi   3
10846c56   suspect   283
47fc0807   suspend   25
32775e55   suspens   11
970f1722   suspici   14
01b9916e   suspicion   40
f2aada64   sustain   15
0db24394   susten   1
ad54c610   sutyagin   9
22de4fb3   svilanov   4
673306d7   swab   1
24278366   swagger   1
06f84dfc   swai   23
c72acdce   swallow   5
1737f38b   swami   4
90602392   swamimarayan   1
681c2be5   swamp   1
03a80ae2   swan   6
79d39592   swap   6
f0e72135   swarm   16
a5a59181   swat   3
e1f7a724   swear   15
53ba213e   sweat   5
82fd7b99   sweater   3
49e89df6   sweati   6
e19ccce1   swede   2
18fc282c   sweden   6
26ed0168   sweep   21
fa9b057b   sweet   3
93f1939c   sweeten   1
4bc33291   sweetheart   2
bc2f4d49   swell   14
3ab309c0   swelter   1
dc8c802f   swenchoni   1
9ce069fc   swept   39
0d124900   swift   12
f315efdb   swiftli   5
88cd0165   swim   5
f6ac53cb   swing   7
7ff01ebd   swipe   1
7f9e253f   swirl   2
6e396299   swiss   19
7312ed4b   switch   20
243fbbde   switzerland   28
07828ebe   swivel   1
7a97a879   swollen   2
3776503f   swoon   1
4d0dcf4f   swoop   1
d598fe1d   sword   1
62853f19   swore   3
034e7432   sworn   34
a2b27edf   swung   1
c0e86a3e   sy   6
03407110   sydnei   16
e107ea0a   sylvest   1
02fbb013   sylvia   2
f82841b5   symbiones   4
ac222e01   symbol   38
1692e804   symington   3
d315cf18   symmetri   1
c288b8ca   sympath   2
e943a400   sympathet   8
9cf213f5   sympathi   9
46166424   symphoni   1
d0b2bf2e   symptom   2
d29c5664   sync   1
cb7913b8   syndic   1
7680ad02   synonym   1
293a39ce   syria   2
453fe279   syrian   15
62f2ace6   syring   1
1f6cf9ab   systemat   3
c1242559   tabara   3
b711b89c   tabl   23
926d0f78   tableau   2
4bd29abe   tableaux   1
8d5b411c   tablecloth   2
31d5e3b7   tabloid   2
df135ec8   tabul   5
695ba0e9   tacitli   1
bfd849b6   tackl   6
67978822   tacoma   1
61d4087f   tactic   18
d122c29b   tactician   2
98bcff2b   tadic   2
088872c5   taffeta   1
9744531e   tag   1
394acf87   taha   8
3e6000f1   taigon   1
360d1b64   tail   1
9bb1b184   tailor   11
a1eca1e8   tailspin   2
34331946   taint   10
ba541483   taiwan   9
4430af1f   taiwanes   2
f49b8c32   taiz   1
41b1852e   takeoff   1
2127b224   takeov   15
093b8da7   taker   1
2e448ebe   takla   1
560039fa   talaja   2
4c1defd1   tale   5
f823abe3   talent   8
17c5fb21   talib   2
3ba7c149   taliban   25
46bd61ed   talk   257
e1fd980b   talker   1
799042aa   talki   1
43ed26f3   tall   8
8c63cba8   tallahasse   2
74ba930e   taller   4
03ee8d9d   talli   15
9ed3e46e   tamarin   6
90dcf603   tame   7
9ac9ad1c   tamil   1
3c18407b   tamme   2
d4566065   tampa   5
973ed3c6   tamper   3
98b49a3c   tan   2
94448119   tanang   2
6e0e326f   tanasugarin   1
c0b62f16   tanasugarn   4
589012c8   tandem   1
e7c05a71   tangl   11
13e5e25d   tanja   1
b752dffd   tanjug   20
4923934d   tank   28
38d582b7   tanker   4
8445cd39   tant   1
36647d94   tantal   1
0b5b189b   tantamount   1
295f0130   tantrum   1
685cab1e   tanugu   1
c17398fc   tanzania   38
e2cf054c   tap   9
a4e4d20e   tape   25
8cf48745   tar   2
17e90c39   tarawa   3
0bea5900   tardi   1
02b7a8d6   target   89
e587c6eb   tariff   3
e47f3577   tariq   2
e820aecc   tarmac   14
dcc51f83   tarnish   2
b0caf4f5   tarp   3
5c9ba7a4   tarpaulin   3
7d1bb740   task   47
b52dae2a   tass   6
b07de934   tast   5
95a32213   tatter   4
602d3452   taunt   1
f32c1b2e   tawdri   1
a7c441af   tawfiq   1
5a220d6a   tax   61
923c96b1   taxi   6
4e2f30ff   taxpay   2
389ca573   taylor   4
42839d52   tdcj   14
8c28f141   tea   10
3af84150   teach   11
8b9dcc79   teacher   19
cfe1f0ed   team   200
dd13d119   teammat   2
0287ae99   tear   98
b3532981   tearga   4
ab14c75a   tech   12
db3724f1   technic   27
06baa7e0   technician   20
65086b5f   techniqu   6
f8a2f420   technocrat   1
223534c7   technolog   58
01964160   techsourc   2
136cbecc   tecla   23
e7433456   ted   4
6c85f565   teddi   1
66c0d4a8   teem   3
bfe697a5   teen   18
f6f3a116   teenag   4
3af89d26   teepl   2
0297af18   teeter   2
4fafbd70   teeth   2
082270e2   tefb   1
0fdedccb   tegla   1
2b087bc2   tekla   2
5fae3c70   tel   7
3011579b   telar   1
4c2949c0   telecommun   2
94d1dec5   teleconfer   3
62540aa1   telegram   1
c1a8bf38   telephon   104
4922024d   televis   250
cf24fa1e   televisa   1
586ef9c4   televison   1
5f5f44f4   tell   130
f739672e   teller   7
b4effefb   tello   2
e8b3fd74   tem   1
f8ec64e9   temblor   19
6ec6b896   tempel   1
14bd27e6   temper   4
6881f614   temperatur   16
e87abe00   tempestu   1
029c5828   templ   14
c45872d7   templat   1
dbba1b25   tempo   1
e96480a2   temporari   14
d40595d0   temporarili   10
8d6e52dd   tenabl   1
f98e36d0   tenac   1
3ac48e18   tenaci   1
be3a2778   tenant   4
e82cbe72   tend   11
17ef4867   tendenc   4
1675b89c   tender   6
252444c7   tenet   2
3efa345d   tenn   14
f98dcd26   tennesse   18
07653b42   tenni   66
9da7e820   tens   18
f4adad66   tension   29
98f7af3e   tent   63
326e04b2   tentacl   1
fe3e117c   tenth   4
84f293cd   tenur   9
25d5a300   ter   1
0f254a8f   term   222
0544aee1   termer   3
ea66df57   termin   17
d6030982   tern   1
c24314fb   terr   2
54661cb3   terrain   2
a2d47587   terrel   2
e12c7cb2   terrenc   12
bb822b89   terri   6
8325f84c   terribl   30
b0c5258a   terribly   1
8f609367   terrif   2
416f191e   terrifi   9
d9922a5d   terrifng   1
706b231e   terrifyingli   1
9c50e991   territori   27
857250dd   terror   192
b40ffe48   terrorist   486
accf8b33   test   52
f8a6a1b8   testament   2
106cfb97   testifi   34
4db141bd   testili   1
6bc1e089   testimoni   28
8ed13814   testu   1
acd39269   testud   9
c2999e9a   tethani   1
423efb27   tether   2
f303292f   tex   1
3663fc90   texa   340
2dd328cb   text   9
13174171   textbook   1
98ed3a09   textil   4
7f8e59f4   tfor   1
7d507541   th   150
3f6547b3   thaan   1
5b276dc5   thabo   3
35abf20d   thaci   1
97f4625b   thadani   1
29548e51   thaerz   1
b1e716eb   thahn   4
01f71d72   thailand   2
f982a369   thakkar   8
c1485f4a   thakur   2
a5154614   thanh   3
7c330519   thank   136
0950595c   thanksgiv   2
2d89fa1c   thankyou   2
983e9e9d   thatcher   1
ebe4b0ef   thaul   1
dd7bc75f   theater   7
ffa471e0   theft   2
19ccafb3   thei   2298
b97e0250   theme   7
adc636ce   themselv   88
2692f251   theodor   2
0546e304   theolog   2
ab219778   theoret   3
b3d85d61   theori   33
5ae3758b   theoriz   4
1bee75f6   thepaid   1
8c59a233   therapi   1
e3f94fe4   thereaft   1
8cee6384   therebi   3
fb592360   theresa   1
7ba81b6d   thermomet   2
85ebee40   thescap   1
3a82c11a   thesi   2
43db2497   thevenot   2
13668c7a   thi   1736
5c3c8494   thicker   4
16cdaede   thief   1
af082e11   thiessen   2
6616bf92   thiev   8
13f3d242   thigh   2
4457c017   think   526
e472f6cd   thinker   1
7f6c4ccb   thinner   1
7a3a388b   thirdli   1
bef0c46c   thirteen   3
c9016114   thirti   11
cd8bd3f7   thirtysometh   1
